L1,L2,L3,L4,L5,Label,ShortDescription,BestSamples,Comments
1,5,4,0,0,alg.ineq.square,"Izmantot to, ka kvadrâti ir nenegatîvi",,
1,5,5,0,0,alg.ineq.quadratic,Risinât kvadrâtnevienâdîbas,,
1,6,0,0,0,alg.linear,Izmantot linearitâti veicot pârveidojumus vai kombinçjot rezultâtus,,
1,6,1,0,0,alg.linear.equations,Veikt pârveidojumus ar lineâriem vienâdojumiem,,
1,6,2,0,0,alg.linear.comb,Veidot citas lineâras kombinâcijas,,
1,7,0,0,0,alg.poly,Lietot polinomu îpaðîbas,,
1,7,1,0,0,alg.poly.division,"Dalît divus viena mainîgâ polinomus, iegûstot dalîjumu un atlikumu",,
1,7,2,0,0,alg.poly.homo,"Izmantot izteiksmju homogenitâti: saglabât identitâti, to ar kaut ko piereizinot.",,
1,7,3,0,0,alg.poly.prop,Lietot rezultâtus par 1 mainîgâ polinomiem ar veseliem koeficientiem,,
1,7,3,1,0,alg.poly.prop.valdiff,"Secinât, ka veselu skaitïu polinoma vçrtîbu starpîba P(a)-P(b) dalâs ar a-b",,
1,8,0,0,0,alg.sets,Izmantot daþâdu skaitïu kopu îpaðîbas,,
1,8,1,0,0,alg.sets.irrat,Secinât par skaitïu racionalitâti vai iracionalitâti,,
1,8,2,0,0,alg.sets.sqrt,Secinât par kvadrâtsakòu izteiksmju racionalitâti vai iracionalitâti,,
1,8,2,1,0,alg.sets.sqrt.pythagoras,"Secinât par Pitagora trijnieku, a^2+b^2=c^2, îpaðîbâm",,
2,0,0,0,0,div,Izmantot veselu skaitïu dalâmîbu,,
2,1,0,0,0,div.prop,"Secinât, izmantojot vienkârðas dalâmîbas îpaðîbas",,
2,1,1,0,0,div.prop.add,"Secinât, ka d dala a+b un a-b, ja d|a and d|b",,
2,1,2,0,0,div.prop.prod,"Secinât, ka xy dala ab, ja x|a and y|b",,
2,1,3,0,0,div.prop.primes,Izmantot pirmskaitïu îpaðîbas,,
2,1,3,1,0,div.prop.primes.small,Pazît pirmskaitïus un saliktus skaitïus intervâlâ [1;100],,
2,1,3,2,0,div.prop.primes.inf,"Izmantot faktu, ka pirmskaitïu ir bezgalîgi daudz",,
2,1,4,0,0,div.prop.composite,"Pazît saliktus skaitïus, pârbaudît dalâmîbu lîdz kvadrâtsaknei",,
2,1,5,0,0,div.prop.euclidlemma,"Lietot Eiklîda lemmu (ja p dala ab, tad a vai b dalâs ar p)",,
2,2,0,0,0,div.fta,Izmantot vesela skaitïa izteiksmi pirmskaitïu reizinâjumâ (Fundamental theorem of arithmetic),,
2,2,1,0,0,div.fta.proc,"Sadalît skaitli (<10000) pirmreizinâtâjos, pârbaudot dalâmîbu lîdz kvadrâtsaknei.",,
2,2,2,0,0,div.fta.divisors,"Izdarît spriedumus par skaitïa dalîtâjiem, ja tas izteikts kâ reizinâjums.",,
2,2,2,1,0,div.fta.divisors.pair,Izmantot skaitïa pozitîvo dalîtâju sadalâmîbu pâros,,
2,2,2,2,0,div.fta.divisors.frac,Pâriet no skaitïa dalîtâju aplûkoðanas uz daïskaitïu aplûkoðanu,,
2,2,2,3,0,div.fta.divisors.num,Atrast skaitïa dalîtâju skaitu un visus dalîtâjus pçc tâ sadalîjuma pirmreizinâtâjos,,
2,2,2,4,0,div.fta.divisors.test,"Pamatot dalâmîbu ar saliktu skaitli d, pârbaudot d pirmreizinâtâju augstâkâs pakâpes",,
2,2,2,5,0,div.fta.divisors.struct,"Izkârtot skaitïa visus pozitîvos dalîtâjus ""taisnstûrainâ"" struktûrâ, sadalot pa pâriem, u.c.",,
2,2,3,0,0,div.fta.pow,Pazît pilnus kvadrâtus u.c. pilnas pakâpes pçc skaitïa sadalîjuma pirmreizinâtâjos,,
2,2,3,1,0,div.fta.pow.square,"Noteikt pilnu kvadrâtu pçc tâ, ka pirmreizinâtâju kâpinâtâji ir pâru skaitïi",,
2,2,3,2,0,div.fta.pow.other,"Noteikt citas pilnas pakâpes pçc tâ, ka pirmreizinâtâju kâpinâtâji dalâs ar lielâkiem skaitïiem",,
2,2,4,0,0,div.fta.pow.expsystem,"Pârveidot veselu skaitïu vienâdojumu par sistçmu, pielîdzinot pirmskaitïu kâpinâtâjus.",,
2,2,5,0,0,div.fta.factorial,Izmantot faktoriâla dalîjumu pirmreizinâtâjos,,
2,3,0,0,0,div.common,"Izmantot LKD un MKD jçdzienus (common multipliers, divisors)",,
2,3,1,0,0,div.common.lcm,Atrast mazâko kopîgo dalâmo (MKD),,
2,3,1,1,0,div.common.lcm.maxexp,Iegût LKD vai MKD no skaitïu sadalîjumiem pirmreizinâtâjos (attiecîgi minimums vai maksimums no pirmskaitïu pakâpçm),,
2,3,1,2,0,div.common.lcm.mult,"Atrast visus divu skaitïu kopîgos dalâmos formâ MKD(a,b)*k",,
2,3,1,3,0,div.common.lcm.frac,Izmantot MKD racionâlu daïu saskaitîðanâ,,
2,3,2,0,0,div.common.gcd,Izmantot LKD jçdzienu,,
2,3,2,1,0,div.common.gcd.euclid,Izmantot Eiklîda algoritmu,,
2,3,2,2,0,div.common.gcd.subsequent,"Izmantot, ka LKD(n,n+1)=1",,
2,3,2,3,0,div.common.gcd.bezout,Izmantot Bezû identitâti,,
2,5,0,0,0,div.valu,"Izmantot spriedumus par valuâciju (lielâko pirmskaitïa pakâpi, ar ko dalâs n)",,
2,5,1,0,0,div.valu.prop,Izmantot valuâciju îpaðîbas,,
2,5,1,1,0,div.valu.prop.prod,Izmantot faktu: skaitïu reizinâjuma valuâcija ir reizinâtâju valuâciju summa,,
2,5,1,1,1,div.valu.prop.legendre,Lietot Leþandra formulu v_p(n!)=[n/p]+[n/p^2]+...,,
2,5,1,1,2,div.valu.prop.other,Izmantot valuâciju saskaitîðanu citiem gariem reizinâjumiem,,
2,5,1,2,0,div.valu.prop.sum,Izmantot faktu: skaitïu summas valuâcija ir vismaz saskaitâmo valuâciju minimums,,
2,5,1,3,0,div.valu.prop.min,"Izmantot faktu: skaitïu summas valuâcija ir saskaitâmo valuâciju minimums, ja tâs atðíiras",,
2,5,2,0,0,div.valu.change,Izmantot p-valuâcijas funkcijas vçrtîbu izmaiòas,,
3,0,0,0,0,mod,"Izmantot spriedumus par skaitïu atlikumiem, dalot ar to paðu",,
3,1,0,0,0,mod.fix,"Izmantot atlikumu sistçmas galîgumu pçc neliela, fiksçta moduïa",,
3,1,1,0,0,mod.fix.parity,Izmantot spriedumus par skaitïu paritâti; Pâriet uz galîga skaita gadîjumu aplûkoðanu atkarîbâ no pâra/nepâra,,
3,1,2,0,0,mod.fix.lastdigits,"Izmantot skaitïa pçdçjos n ciparus kâ atlikumu, dalot ar 10^n. Secinât par atlikumiem (dalot ar 10, 100, 2, 5 u.c.), zinot skaitïu decimâlpieraksta pçdçjo ciparu vai ciparus.",,
3,1,3,0,0,mod.fix.clock,Secinât par saskaitîðanu un atòemðanu pçc 12 stundu ciparnîcas vai nedçïas cikla.,,
3,2,0,0,0,mod.congr,Izmantot apgalvojumus par skaitïa izteikðanu ar dalîjumu un atlikumu (a=bq+r) un kongruenèu klases.,,
3,2,1,0,0,mod.congr.classes,"Izmantot apgalvojumu, ka atlikumi (mod d) pieòem d vçrtîbas",,
3,2,1,0,0,mod.congr.sumdiff,"Secinât, ka summas/starpîbas a_1+b_1 un a_2+b_2 kongruenti (mod m), ja kongruenti a_1 ar a_2 un b_1 ar b_1",,
3,2,3,0,0,mod.congr.prod,"Secinât, ka a_1*b_1 un a_2*b_2 kongruenti (mod m), ja kongruenti a_1 ar a_2 un b_1 ar b_2",,
3,2,4,0,0,mod.congr.pow,"Secinât, ka (a_1)^n un (a_2)^n kongruenti (mod m), ja kongruenti a_1 ar a_2",,
3,2,5,0,0,mod.congr.poly,"Secinât P(x) vçrtîbu kongruenci, ja polinoma argumenti ir kongruenti",,
3,4,0,0,0,mod.exp,Izmantot eksponentfunkciju atlikumu îpaðîbas.,,
3,4,1,0,0,mod.exp.period,Izmantot eksponentfunkciju atlikumu periodiskumu.,,
3,4,2,0,0,mod.exp.inverse,"Lietot inversâs kongruenèu klases, katram (mod m) noteikt, kad tâs eksistç.",,
3,4,3,0,0,mod.exp.fermat,"Lietot Mazo Fermâ teorçmu: $a^{p-1}$ kongruents ar 1 katram pirmskaitlim p, ja gcd(a,p)=1",,
3,5,0,0,0,mod.period,"Izmantot citu atlikumu virkòu periodiskumu, ja katru nâkamo atlikumu nosaka iepriekðçjais (vai galîgs skaits iepriekðçjo)",,
3,6,0,0,0,mod.eq,"Secinât par kongruenèu vienâdojumiem un risinât tos (t.sk. ar lineâriem pârveidojumiem - pieskaitot, atòemot vai reizinot ar skaitli)",,
3,6,1,0,0,mod.eq.linear,"Risinât lineâras kongruences, piemçram, izmantojot inversos elementus.",,
3,6,2,0,0,mod.eq.contradict,"Secinât, ka veselu skaitïu vienâdojumam nav atrisinâjumu kongruenèu pretrunas dçï",,
3,6,3,0,0,mod.eq.chinese,Izmantot íînieðu atlikumu teorçmu,,
4,0,0,0,0,nota,Izmantot spriedumos skaitïa pierakstu,,
4,1,0,0,0,nota.est,Izmantot skaitïa decimâlpierakstu,,
4,1,1,0,0,nota.est.numdigits,Novçrtçt ciparu skaitu daþâdu darbîbu rezultâtos,LV.NO.2004.8.2,
4,1,1,1,0,nota.est.numdigits.sum,Novçrtçt ciparu skaitu divu vai vairâku skaitïu summâ,,
4,1,1,2,0,nota.est.numdigits.prod,Novçrtçt ciparu skaitu divu skaitïu reizinâjumâ,,
4,2,0,0,0,nota.divrule,Izmantot dalâmîbas pazîmes,,
4,2,1,0,0,nota.divrule.2_5_10,"Izmantot dalâmîbas pazîmes ar 2 vai 5, vai 10",,
4,2,1,1,0,nota.divrule.2_5_10.divides,"Secinât, ka skaitlis dalâs ar 2 (vai 5, vai 10), ja tâ pçdçjais cipars dalâs ar to un otrâdi",,
4,2,1,2,0,nota.divrule.2_5_10.rem,"Secinât, ka atlikums, dalot ar 2 (vai 5, vai 10), sakrît ar pçdçjâ cipara atlikumu",,
4,2,2,0,0,nota.divrule.2_5pow,Izmantot dalâmîbas pazîmes ar 2^a*5^b,,
4,2,2,1,0,nota.divrule.2_5pow.divides,"Secinât, ka skaitlis dalâs ar 2^a*5^b, ja max(a,b) pçdçjie cipari dalâs ar to",,
4,2,2,2,0,nota.divrule.2_5pow.rem,"Secinât, ka atlikums, dalot ar 2^a*5^b, sakrît ar pçdçjo max(a,b) ciparu atlikumu",,
4,2,3,0,0,nota.divrule.3_9,Izmantot dalâmîbas pazîmes ar 3 vai 9,,
4,2,3,1,0,nota.divrule.3_9.divides,"Secinât, ka skaitlis dalâs ar 3 (vai 9), ja tâ ciparu summa dalâs ar 3 (vai 9) un otrâdi",,
4,2,3,2,0,nota.divrule.3_9.rem,"Secinât, ka atlikums, dalot ar 3 (vai 9), sakrît ar ciparu summas atlikumu",,
4,2,4,0,0,nota.divrule.11,Izmantot dalâmîbas pazîmi ar 11,,
4,2,5,0,0,nota.divrule.101,Izmantot dalâmîbas pazîmi ar 101 (no beigâm pârmaiòus pieskaita un atòem 2 ciparu grupiòas),,
4,2,6,0,0,nota.divrule.1001,Izmantot dalâmîbas pazîmes 1001 dalîtâjiem,,
4,2,5,0,0,nota.divrule.composite,Izmantot kombinçtâs dalâmîbas pazîmes skaitïa decimâlpierakstâ (ar 2 un 3 utml.),,
4,3,0,0,0,nota.combine,"Saprast, kâ mainâs skaitlis, ja tajâ pârvieto vai iesprauþ ciparus",,
4,3,1,0,0,nota.combine.poly,"Izteikt skaitli ar decimâlpieraksta cipariem, reizinot ar 10^k",,
4,3,1,1,0,nota.combine.poly.pieces,"Izteikt skaitli gan ar cipariem, gan garâkiem gabaliem",,
4,3,2,0,0,nota.combine.split,"Izteikt garu skaitli divos gabalos, piereizinot vienu no tiem ar 10^k",,
4,3,3,0,0,nota.combine.padding,"Veidot jaunus piemçrus, iesprauþot skaitïa decimâlpierakstâ jaunus ciparus.",,
4,4,0,0,0,nota.algor,Izmantot ar pozicionâlo pierakstu saistîtos algoritmus,,
4,4,1,0,0,nota.algor.arithm,Veikt galîgas darbîbas stabiòâ,,
4,4,2,0,0,nota.algor.fast,"Âtri veikt darbîbas, piemçram, kâpinât kvadrâtâ skaitïus, kuri beidzas ar 5",,
4,4,3,0,0,nota.algor.longdiv,Veikt garo dalîðanu,,
4,4,4,0,0,nota.algor.nondec,Izmantot nedecimâlâs sistçmas,,
5,0,0,0,0,seq,Lietot zinâðanas par veselu skaitïu virknçm,,
5,1,0,0,0,seq.arithm,Lietot zinâðanas par aritmçtiskâm progresijâm,,
5,1,1,0,0,seq.arithm.expr,Izmantot aritmçtiskas progresijas vispârîgâ locekïa formulu a_n=a_1+(n-1)*d,LV.AO.2006.7.1,
5,1,2,0,0,seq.arithm.numestimate,"Novçrtçt skaitïu skaitu, kas dalâs ar d starp pirmajiem n skaitïiem ar [n/d] (un vispârinât citâm aritmçtiskâm progresijâm)",,
5,1,3,0,0,seq.arithm.pairsum,"Izmantot spriedumos aritmçtiskas progresijas locekïu ""pretçjo pâru"" summu vienâdîbu",,
5,1,4,0,0,seq.arithm.summation,Izmantot aritmçtiskas progresijas summas formulu,,
5,1,5,0,0,seq.arithm.mod,Secinât par aritmçtiskas progresijas locekïu atlikumiem,,
5,1,5,1,0,seq.arithm.mod.gaps,"Secinât, ka katrs p-tais aritm. progresijas loceklis dalâs ar p, ja LKD(d,p)=1",,
5,1,5,2,0,seq.arithm.mod.all,"Secinât, ka aritm. progresija pieòem visus atlikumus, dalot ar p, ja LKD(d,p)=1",,
5,2,0,0,0,seq.geom,Izmantot ìeometriskas progresijas îpaðîbas,,
5,2,1,0,0,seq.geom.decnotation,"Izteikt skaitïus, kuru pierakstâ atkârtojas ciparu grupas, ar ìeometrisku progresiju",,
5,2,2,0,0,seq.geom.summation,Izmantot galîgas ìeometriskas progresijas summas formulu,,
5,2,3,0,0,seq.geom.estimate,"Novçrtçt, cik reizes skaitli vajag reizinât vai dalît ar kaut ko, lai iegûtu vajadzîgo vçrtîbu.",,
5,2,4,0,0,seq.geom.infinite,"Izmantot bezgalîgas ìeometriskas progresijas, piemçram, nosakot bezgalîgas decimâldaïas",,
5,3,0,0,0,seq.recur,"Veikt spriedumus par pazîstamâm virknçm, kas nav progresijas",,
5,3,1,0,0,seq.recur.fibonacci,Izmantot Fibonaèi skaitïu jçdzienu vienkârðu secinâjumu izdarîðanai,,
5,3,2,0,0,seq.recur.linear,"Izmantot rekurentu virkòu îpaðîbas, kas aprakstâmas ar lineâru izteiksmi",,
5,3,3,0,0,seq.recur.other,Izmantot citu rekurenti definçtu virkòu îpaðîbas,LV.AO.2004.8.5,
5,4,0,0,0,seq.gaps,Izmantot spriedumus par daþu virkòu kaimiòu locekïu starpîbâm,,
5,4,1,0,0,seq.gaps.squares,"Izmantot to, ka pilnu kvadrâtu atstarpes aug aritmçtiskâ progresijâ.",,
5,4,2,0,0,seq.gaps.cubes,"Izmantot to, ka pilnu kubu atstarpes aug kâ kvadrâtiska funkcija",,
5,4,3,0,0,seq.gaps.geom,"Izmantot to, ka 2^n locekïu starpîbas aug ìeometriskâ progresijâ.",,
6,0,0,0,0,comb,Izmantot kombinatoriskus spriedumus,,
6,1,0,0,0,comb.full,Veikt pilno pârlasi,,
6,1,1,0,0,comb.full.backtrack,Meklçt ar apakðgadîjumu koka apstaigâðanu,,
6,1,2,0,0,comb.full.syntax,"Sistemâtiski pârbaudît visus sintakses kokus (piemçram, aritmçtisku izteiksmju rçbusos)",,
6,2,0,0,0,comb.count,"Saskaitît variantus, izmantojot kombinatorisko analîzi",,
6,2,1,0,0,comb.count.mult,"Izmantot ""reizinâðanas likumu"" novçrtçjot kombinâciju skaitu",,
6,2,1,1,0,comb.count.mult.rep,"Izmantot reizinâðanas likumu,  ja iespçjami atkârtojumi",,
6,2,1,2,0,comb.count.mult.norep,Izmantot reizinâðanas likumu bez atkârtojumiem,,
6,2,2,0,0,comb.count.complement,Skaitît elementus interesçjoðâs kopas papildinâjumam/starpîbai,,
6,2,3,0,0,comb.count.inclexcl,"Izmantot ""ieslçgðanas-izslçgðanas"" saskaitîðanu",,
6,3,0,0,0,comb.graph,Izmantot grafu rezultâtus,,
6,3,1,0,0,comb.graph.bipartite,Izmantot apgalvojumus par divdaïîgiem grafiem,,
6,3,2,0,0,comb.graph.bfs,"Lietot ""breadth first search"" algoritmu kokveida grafa apstaigâðanai",,
6,3,3,0,0,comb.graph.cycle,"Atrast orientçtâ/neorientçtâ grafâ ciklu ar îpaðîbu (Eilera, Hamiltona, visgarâko, utml.)",,
6,4,0,0,0,comb.constr,Konstruçt piemçrus atbilstoði dotajâm îpaðîbâm,,
6,4,1,0,0,comb.constr.alpha,"Konstruçt, aizpildot alfabçtiskâ secîbâ",,
6,4,2,0,0,comb.constr.iterative,Konstruçt ar iteratîviem uzlabojumiem,,
6,4,3,0,0,comb.constr.color,Pielietot tabulai krâsojumu (izvietot skaitïus ðaha galdiòa rakstâ utml.),,
6,4,4,0,0,comb.constr.partition,Pielietot citu dalîjumu disjunktâs apakðkopâs,,
7,0,0,0,0,misc,Izmantot daþâdas ârpus skaitïu teorijas pazîstamas metodes,,
7,1,0,0,0,misc.try,"Ievietot daþas nelielas vçrtîbas, apkopot datus tabulâs, izdarît hipotçzes ar nepilno indukciju",,
7,2,0,0,0,misc.extr,Izmantot spriedumus par ekstrçmo elementu,,
7,2,1,0,0,misc.extr.pigeon,Izmantot Dirihlç principu,,
7,2,2,0,0,misc.extr.param,"Sâkt risinât vienâdojumu, ievietojot ekstrçmu parametra vai potenciâlâs saknes vçrtîbu",,
7,3,0,0,0,misc.invar,Izmantot invariantus,,
7,3,1,0,0,misc.invar.parity,Lietot paritâti kâ invariantu,,
7,3,2,0,0,misc.invar.congr,Lietot atlikumu/kongruenci kâ invariantu,,
7,3,3,0,0,misc.invar.expr,Veidot un lietot citu izteiksmi kâ invariantu,,
7,3,4,0,0,misc.invar.game,"Izveidot invariantu, kurð izpildâs pçc katra uzvarçtâja gâjiena kombinatoriskâ spçlç",,
7,4,0,0,0,misc.ind,Pamatot ar matemâtisko indukciju,,
7,4,1,0,0,misc.ind.least,Izmantot naturâlo skaitïu sakârtojuma principu: katrâ naturâlu skaitïu kopâ atradîsies vismazâkais elements,,
7,4,2,0,0,misc.ind.descent,"Lietot neierobeþotâ samazinâjuma metodi (piemçram, pamatojot veselu skaitïu sakòu iracionalitâti, ja tâs nav veseli skaitïi)",,
7,5,0,0,0,misc.symm,Izmantot uzdevumâ esoðo simetriju,,
7,5,1,0,0,misc.symm.rename,"Izmantot mainîgo pârsaukðanu simetriskâ izteiksmç, lai izdarîtu papildu pieòçmumus (teiksim, a<b)",,
7,5,2,0,0,misc.symm.periodicity,"Izmantot virkòu periodiskumu, lai aplûkotu tikai vienu periodu. ",,
