LV.AMO.2001.7.2,"palindrome,decimal","palindrome,decimal","{'palindrome'}"
LV.AMO.2001.8.3,"decimal","decimal","{'digit'}"
LV.AMO.2001.9.4,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2001.10.3,"primes","primes","{'primes'}"
LV.AMO.2001.11.3,"sequence,divisibility,square","sequence,divisibility,square","{'sequence', 'square', 'divisibility'}"
LV.AMO.2001.12.2,"equation","equation","{'equation'}"
LV.AMO.2002.7.4,"divisibility","divisibility","{'game', 'divisibility'}"
LV.AMO.2002.7.5,"NA","NA","set()"
LV.AMO.2002.8.2,"decimal","decimal","{'digit'}"
LV.AMO.2002.8.3,"fibonacci","fibonacci","{'sequence'}"
LV.AMO.2002.9.3,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2002.10.3,"primes","primes","{'primes'}"
LV.AMO.2002.11.3,"primes","primes","{'primes'}"
LV.AMO.2002.12.4,"sequence","sequence","{'sequence'}"
LV.AMO.2003.7.3,"divisibility","divisibility","{'game', 'divisibility'}"
LV.AMO.2003.7.5,"absolute","absolute","{'value'}"
LV.AMO.2003.8.3,"gcd,coprimes","gcd,coprimes","{'gcd', 'coprimes'}"
LV.AMO.2003.8.5,"square","square","{'square'}"
LV.AMO.2003.9.3,"primes,divisibility","primes,divisibility","{'primes', 'divisibility'}"
LV.AMO.2003.10.3,"primes,square","primes,square","{'primes', 'square'}"
LV.AMO.2003.11.3,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2003.12.2,"divisibility,divisors","divisibility,divisors","{'divisors', 'divisibility'}"
LV.AMO.2004.7.3,"fractions,gcd","fractions,gcd","{'gcd', 'fractions'}"
LV.AMO.2004.8.3,"decimal","decimal","{'digit', 'divisibility'}"
LV.AMO.2004.8.5,"sequence","sequence","{'sequence'}"
LV.AMO.2004.9.5,"sum","sum","{'sum'}"
LV.AMO.2004.10.3,"NA","NA","set()"
LV.AMO.2004.10.5,"remainder,divisibility","remainder,divisibility","{'remainder', 'divisibility'}"
LV.AMO.2004.11.1,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2004.12.1,"integer","integer","{'integer', 'polynomial'}"
LV.AMO.2004.12.3,"function,argument,value","function,argument,value","{'argument', 'function', 'value'}"
LV.AMO.2004.12.4,"primes,divisibility","primes,divisibility","{'primes', 'divisibility'}"
LV.AMO.2005.7.4,"decimal","decimal","set()"
LV.AMO.2005.8.3,"partition","partition","{'partition'}"
LV.AMO.2005.9.1,"divisibility,decimal","divisibility,decimal","{'divisibility'}"
LV.AMO.2005.10.3,"primes","primes","{'primes'}"
LV.AMO.2005.10.4,"function","function","{'function'}"
LV.AMO.2005.11.4,"square","square","{'square'}"
LV.AMO.2005.12.1,"divisibility,remainder","divisibility,remainder","{'remainder', 'divisibility'}"
LV.AMO.2005.12.5,"NA","NA","set()"
LV.AMO.2006.7.1,"sequence","sequence","{'sequence'}"
LV.AMO.2006.8.3,"NA","NA","{'sum'}"
LV.AMO.2006.9.1,"sum,divisibility","sum,divisibility","{'divisibility', 'sum'}"
LV.AMO.2006.9.5,"divisibility,gcd","divisibility,gcd","{'gcd', 'divisibility'}"
LV.AMO.2006.10.3,"NA","NA","set()"
LV.AMO.2006.11.2,"square","square","{'square'}"
LV.AMO.2006.12.1,"divisibility,divisors,remainder","divisibility,divisors,remainder","{'divisors', 'remainder', 'divisibility'}"
LV.AMO.2007.7.1,"primes","primes","{'primes'}"
LV.AMO.2007.7.3,"decimal","decimal","{'game', 'sum', 'divisibility'}"
LV.AMO.2007.8.3,"decimal","decimal","{'digit'}"
LV.AMO.2007.9.1,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2007.9.3,"sum,square","sum,square","{'equation', 'square', 'sum'}"
LV.AMO.2007.10.1,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2008.8.1,"primes","primes","{'primes'}"
LV.AMO.2008.7.2,"decimal","decimal","set()"
LV.AMO.2008.8.3,"primes,series","primes,series","{'series', 'primes'}"
LV.AMO.2008.9.1,"NA","NA","set()"
LV.AMO.2008.9.4,"groups","groups","{'groups'}"
LV.AMO.2008.10.1,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2008.10.4,"NA","NA","set()"
LV.AMO.2008.11.2,"function,equation","function,equation","{'equation', 'function'}"
LV.AMO.2008.11.3,"divisors","divisors","{'divisors'}"
LV.AMO.2008.12.2,"arithmetic","arithmetic","set()"
LV.AMO.2008.12.4,"divisibility,square","divisibility,square","{'triangle', 'square', 'divisibility'}"
LV.AMO.2009.7.3,"primes,sum,table,row,column,natural","primes,sum,table,row,column,natural","{'row', 'column', 'sum', 'primes', 'table'}"
LV.AMO.2009.7.4,"triangle","triangle","{'triangle'}"
LV.AMO.2009.7.5,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2009.8.4,"NA","NA","set()"
LV.AMO.2009.9.4,"divisors","divisors","{'divisors'}"
LV.AMO.2009.10.2,"primes","primes","{'primes'}"
LV.AMO.2009.11.2,"NA","NA","set()"
LV.AMO.2009.11.3,"NA","NA","set()"
LV.AMO.2009.12.3,"NA","NA","set()"
LV.AMO.2009.12.5,"NA","NA","set()"
LV.AMO.2010.7.1,"primes","primes","{'primes'}"
LV.AMO.2010.7.2,"equal","equal","set()"
LV.AMO.2010.7.3,"NA","NA","set()"
LV.AMO.2010.7.4,"NA","NA","set()"
LV.AMO.2010.8.1,"NA","NA","set()"
LV.AMO.2010.8.2,"NA","NA","set()"
LV.AMO.2010.9.1,"primes,sum","primes,sum","{'primes', 'sum'}"
LV.AMO.2010.9.3,"divisors","divisors","{'divisors'}"
LV.AMO.2010.9.4,"NA","NA","set()"
LV.AMO.2010.10.4,"sum,consecutive","sum,consecutive","{'sum'}"
LV.AMO.2010.11.1,"arithmetic","arithmetic","{'sequence'}"
LV.AMO.2010.11.4,"divisors","divisors","{'divisors'}"
LV.AMO.2010.12.3,"arithmetic","arithmetic","{'divisors'}"
LV.AMO.2010.12.5,"NA","NA","set()"
LV.AMO.2011.5.1,"NA","NA","set()"
LV.AMO.2011.5.2,"sum","sum","{'sum'}"
LV.AMO.2011.5.3,"square","square","{'triangle', 'square'}"
LV.AMO.2011.5.4,"NA","NA","set()"
LV.AMO.2011.5.5,"NA","NA","set()"
LV.AMO.2011.6.1,"equation","equation","{'equation'}"
LV.AMO.2011.6.2,"NA","NA","set()"
LV.AMO.2011.6.3,"NA","NA","set()"
LV.AMO.2011.6.4,"NA","NA","set()"
LV.AMO.2011.6.5,"NA","NA","set()"
LV.AMO.2011.7.1,"primes","primes","{'primes'}"
LV.AMO.2011.7.3,"remainder","remainder","{'remainder'}"
LV.AMO.2011.7.4,"square","square","{'square', 'rectangle'}"
LV.AMO.2011.7.5,"line,point,distance,integer","line,point,distance,integer","{'point', 'distance', 'line', 'integer'}"
LV.AMO.2011.8.1,"NA","NA","set()"
LV.AMO.2011.8.4,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2011.8.5,"NA","NA","set()"
LV.AMO.2011.9.1,"natural","natural","{'pair'}"
LV.AMO.2011.9.3,"equation","equation","{'equation'}"
LV.AMO.2011.9.4,"square","square","{'square', 'rectangle'}"
LV.AMO.2011.10.1,"sum,consecutive","sum,consecutive","{'sum'}"
LV.AMO.2011.11.1,"arithmetic","arithmetic","{'sequence'}"
LV.AMO.2011.11.5,"circumference,primes","circumference,primes","{'primes', 'circumference'}"
LV.AMO.2011.12.1,"sum,primes","sum,primes","{'primes', 'sum'}"
LV.AMO.2012.5.1,"NA","NA","set()"
LV.AMO.2012.5.2,"square","square","{'triangle', 'square'}"
LV.AMO.2012.5.3,"NA","NA","set()"
LV.AMO.2012.5.4,"NA","NA","set()"
LV.AMO.2012.5.5,"NA","NA","set()"
LV.AMO.2012.7.1,"equation","equation","{'equation'}"
LV.AMO.2012.7.2,"triangle,segment","triangle,segment","{'segment', 'triangle'}"
LV.AMO.2012.8.1,"NA","NA","set()"
LV.AMO.2012.8.3,"NA","NA","set()"
LV.AMO.2012.8.4,"sum,divisibility","sum,divisibility","{'divisibility', 'sum'}"
LV.AMO.2012.9.1,"divisors","divisors","{'divisors'}"
LV.AMO.2012.9.2,"triangle","triangle","{'triangle'}"
LV.AMO.2012.9.3,"quadratic","quadratic","{'equation', 'primes'}"
LV.AMO.2012.9.4,"NA","NA","set()"
LV.AMO.2012.9.5,"trapezoid,triangle","trapezoid,triangle","{'triangle', 'trapezoid'}"
LV.AMO.2012.10.1,"primes","primes","{'primes'}"
LV.AMO.2012.11.1,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2012.12.1,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2013.5.1,"NA","NA","set()"
LV.AMO.2013.5.2,"NA","NA","set()"
LV.AMO.2013.5.3,"sum","sum","{'sum'}"
LV.AMO.2013.5.4,"NA","NA","set()"
LV.AMO.2013.5.5,"NA","NA","set()"
LV.AMO.2013.6.1,"NA","NA","set()"
LV.AMO.2013.6.2,"divisibility,sum","divisibility,sum","{'sum', 'divisibility'}"
LV.AMO.2013.6.3,"NA","NA","set()"
LV.AMO.2013.6.4,"NA","NA","set()"
LV.AMO.2013.6.5,"NA","NA","set()"
LV.AMO.2013.7.1,"NA","NA","set()"
LV.AMO.2013.7.2,"triangle","triangle","{'triangle'}"
LV.AMO.2013.7.3,"NA","NA","set()"
LV.AMO.2013.7.4,"NA","NA","set()"
LV.AMO.2013.7.5,"NA","NA","set()"
LV.AMO.2013.8.1,"NA","NA","set()"
LV.AMO.2013.8.2,"triangle,perimeter","triangle,perimeter","{'triangle', 'perimeter'}"
LV.AMO.2013.8.3,"NA","NA","set()"
LV.AMO.2013.8.4,"NA","NA","set()"
LV.AMO.2013.8.5,"monotonic","monotonic","{'sequence'}"
LV.AMO.2013.9.1,"trapezoid,triangle","trapezoid,triangle","{'triangle', 'trapezoid'}"
LV.AMO.2013.9.2,"NA","NA","set()"
LV.AMO.2013.9.3,"NA","NA","set()"
LV.AMO.2013.9.4,"sequence","sequence","{'sequence'}"
LV.AMO.2013.9.5,"square","square","{'circle', 'square'}"
LV.AMO.2013.10.1,"equation,root","equation,root","{'equation', 'root'}"
LV.AMO.2013.10.2,"circumference","circumference","{'circumference'}"
LV.AMO.2013.10.3,"NA","NA","set()"
LV.AMO.2013.10.4,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2013.10.5,"NA","NA","set()"
LV.AMO.2013.11.1,"NA","NA","set()"
LV.AMO.2013.11.2,"NA","NA","set()"
LV.AMO.2013.11.3,"primes,divisibility","primes,divisibility","{'primes', 'divisibility'}"
LV.AMO.2013.11.4,"NA","NA","set()"
LV.AMO.2013.11.5,"NA","NA","set()"
LV.AMO.2013.12.1,"equation","equation","{'equation'}"
LV.AMO.2013.12.2,"circumference","circumference","{'circumference'}"
LV.AMO.2013.12.3,"equation","equation","{'equation'}"
LV.AMO.2013.12.4,"NA","NA","set()"
LV.AMO.2013.12.5,"NA","NA","set()"
LV.AMO.2014.5.1,"NA","NA","set()"
LV.AMO.2014.5.2,"NA","NA","set()"
LV.AMO.2014.5.3,"rectangle,area,perimeter","rectangle,area,perimeter","{'perimeter', 'area', 'rectangle'}"
LV.AMO.2014.5.4,"NA","NA","set()"
LV.AMO.2014.5.5,"product","product","{'product'}"
LV.AMO.2014.7.2,"NA","NA","set()"
LV.AMO.2014.7.1,"triangle,height,median","triangle,height,median","{'height', 'triangle', 'median'}"
LV.AMO.2014.7.4,"NA","NA","set()"
LV.AMO.2014.8.1,"decimal","decimal","{'digit', 'fractions'}"
LV.AMO.2014.8.2,"NA","NA","set()"
LV.AMO.2014.8.5,"NA","NA","set()"
LV.AMO.2014.9.2,"sum","sum","{'sum'}"
LV.AMO.2014.9.4,"NA","NA","set()"
LV.AMO.2014.10.4,"sum,primes","sum,primes","{'primes', 'sum'}"
LV.AMO.2014.11.2,"sequence","sequence","{'sequence'}"
LV.AMO.2014.11.4,"product,square","product,square","{'product', 'square'}"
LV.AMO.2014.12.3,"primes","primes","{'primes'}"
LV.AMO.2015.7.3,"sum","sum","{'sum'}"
LV.AMO.2015.7.4,"isosceles","isosceles","{'triangle'}"
LV.AMO.2015.8.1,"rational","rational","set()"
LV.AMO.2015.8.3,"primes,sum,square","primes,sum,square","{'primes', 'square', 'sum'}"
LV.AMO.2015.9.3,"NA","NA","set()"
LV.AMO.2015.10.3,"product","product","{'product'}"
LV.AMO.2015.11.1,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2015.11.3,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2015.12.5,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2016.7.2,"NA","NA","set()"
LV.AMO.2016.7.3,"NA","NA","set()"
LV.AMO.2016.8.1,"expression","expression","{'expression'}"
LV.AMO.2016.8.2,"NA","NA","set()"
LV.AMO.2016.8.3,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2016.9.2,"NA","NA","set()"
LV.AMO.2016.9.4,"sequence,product","sequence,product","{'product', 'sequence'}"
LV.AMO.2016.10.2,"NA","NA","set()"
LV.AMO.2016.10.3,"arithmetic","arithmetic","{'square', 'sum'}"
LV.AMO.2016.11.2,"NA","NA","set()"
LV.AMO.2016.12.2,"equation","equation","{'equation'}"
LV.AMO.2017.7.3,"equilateral","equilateral","{'triangle'}"
LV.AMO.2017.7.5,"product","product","{'product'}"
LV.AMO.2017.8.5,"product","product","{'product'}"
LV.AMO.2017.9.5,"equation","equation","{'equation'}"
LV.AMO.2017.10.5,"primes","primes","{'primes'}"
LV.AMO.2017.11.5,"coprimes","coprimes","{'coprimes'}"
LV.AMO.2017.12.5,"NA","NA","set()"
LV.AMO.2018.7.3,"triangle","triangle","{'triangle'}"
LV.AMO.2018.7.4,"NA","NA","set()"
LV.AMO.2018.8.2,"sequence,product","sequence,product","{'product', 'sequence'}"
LV.AMO.2018.9.4,"divisibility,sum","divisibility,sum","{'sum', 'divisibility'}"
LV.AMO.2018.10.4,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2018.11.1,"NA","NA","set()"
LV.AMO.2018.11.4,"NA","NA","set()"
LV.AMO.2018.12.4,"divisibility","divisibility","{'divisibility'}"
LV.AMO.2019.7.5,"product","product","{'product'}"
LV.AMO.2019.8.5,"product","product","{'product'}"
LV.AMO.2019.9.4,"NA","NA","set()"
LV.AMO.2019.9.5,"quadratic","quadratic","{'equation'}"
LV.AMO.2019.10.1,"equation","equation","{'equation'}"
LV.AMO.2019.10.4,"square","square","{'square'}"
LV.AMO.2019.11.1,"inequality","inequality","{'inequality'}"
LV.AMO.2019.11.2,"divisors","divisors","{'divisors'}"
LV.AMO.2019.11.3,"triangle,circumscribed","triangle,circumscribed","{'circle', 'triangle'}"
LV.AMO.2019.11.4,"product","product","{'product'}"
LV.AMO.2019.12.2,"divisors","divisors","{'divisors'}"
LV.AMO.2019.12.3,"rectangle","rectangle","{'rectangle'}"
LV.AMO.2019.12.4,"NA","NA","set()"
LV.AMO.2019.12.5,"NA","NA","set()"
IMO.SHL.2022.A1,"sequence,real","sequence,real","{'sequence', 'integer'}"
IMO.SHL.2022.A2,"integer","integer","{'expression', 'sum', 'integer', 'set', 'number'}"
IMO.SHL.2022.A3,"real","real","{'expression', 'argument', 'function', 'set', 'pair', 'value', 'number', 'inequality', 'equality'}"
IMO.SHL.2022.A4,"real","real","{'set', 'sum', 'integer', 'inequality'}"
IMO.SHL.2022.A5,"integer","integer","{'argument', 'sum', 'function', 'integer', 'difference', 'set', 'equation', 'number', 'root'}"
IMO.SHL.2022.A6,"real","real","{'function', 'integer', 'difference', 'set', 'number'}"
IMO.SHL.2022.A7,"integer","integer","{'add', 'polynomial', 'digit', 'sequence', 'sum', 'integer', 'parity', 'set', 'number'}"
IMO.SHL.2022.A8,"integer","integer","{'product', 'sequence', 'integer', 'pair', 'series', 'value', 'number', 'inequality'}"
IMO.SHL.2022.C1,"sequence,equality,integer","sequence,equality,integer","{'sequence', 'integer', 'equality'}"
IMO.SHL.2022.C2,"NA","NA","{'integer', 'row'}"
IMO.SHL.2022.C3,"game,square","game,square","{'square', 'height', 'game'}"
IMO.SHL.2022.C4,"integer","integer","{'circle', 'integer', 'number'}"
IMO.SHL.2022.C5,"integer","integer","{'function', 'integer', 'set', 'subset', 'number'}"
IMO.SHL.2022.C6,"integer","integer","{'sequence', 'number', 'integer'}"
IMO.SHL.2022.C7,"integer","integer","{'number', 'integer'}"
IMO.SHL.2022.C8,"integer","integer","{'square', 'sequence', 'function', 'integer', 'path', 'number'}"
IMO.SHL.2022.C9,"integer","integer","{'set', 'number', 'integer', 'pair'}"
IMO.SHL.2022.G1,"point,line,angle","point,line,angle","{'point', 'angle', 'circle', 'line'}"
IMO.SHL.2022.G2,"angle,triangle,point,altitude,segment,circle","angle,triangle,point,altitude,segment,circle","{'triangle', 'point', 'circle', 'segment', 'altitude', 'angle'}"
IMO.SHL.2022.G3,"tangent,circle,segments,point","tangent,circle,segments,point","{'point', 'circle', 'line', 'tangent'}"
IMO.SHL.2022.G4,"line,triangle,segment,point,circle","line,triangle,segment,point,circle","{'triangle', 'tangent', 'point', 'circle', 'segment', 'line'}"
IMO.SHL.2022.G5,"triangle,line","triangle,line","{'triangle', 'line', 'tangent'}"
IMO.SHL.2022.G6,"triangle,altitude,point,angle","triangle,altitude,point,angle","{'triangle', 'variable', 'point', 'altitude', 'angle', 'line'}"
IMO.SHL.2022.G7,"triangle","triangle","{'triangle'}"
IMO.SHL.2022.G8,"hexagon,tangent,triangle,line,inscribed","hexagon,tangent,triangle,line,inscribed","{'hexagon', 'triangle', 'tangent', 'circle', 'line'}"
IMO.SHL.2022.N1,"divisors,sum","divisors,sum","{'divisors', 'number', 'sum'}"
IMO.SHL.2022.N2,"integer","integer","{'integer'}"
IMO.SHL.2022.N3,"integer","integer","{'coprimes', 'integer', 'divisibility'}"
IMO.SHL.2022.N4,"integer","integer","{'integer', 'prime'}"
IMO.SHL.2022.N5,"digit","digit","{'number', 'digit'}"
IMO.SHL.2022.N6,"integer","integer","{'prime', 'sum', 'integer', 'set', 'primes', 'number'}"
IMO.SHL.2022.N7,"integer","integer","{'product', 'prime', 'circle', 'integer', 'set', 'rotation', 'primes'}"
IMO.SHL.2022.N8,"divisibility,integer","divisibility,integer","{'integer', 'divisibility'}"
